device_type,zone_id,protocol,mqtt_msg_type,src_port,dst_port,packet_size,packets_per_second,connection_duration,bytes_transferred,unique_dst_ips_contacted,avg_request_interval,syn_flag_count,rst_flag_count,failed_login_attempts,is_encrypted,mac_ip_mismatch,signal_preemption_request,gps_deviation_km,hour_of_day,day_type,label
traffic_camera,hospital_zone,TCP,none,2867,8080,822,9.702,228.92,588619,1,239.125,0,0,0,1,0,0,0.0,23,weekday,normal
dispatch_server,downtown,HTTPS,none,63324,443,527,14.205,179.42,82657,1,66.689,1,0,0,1,0,0,0.0,9,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,30830,443,310,0.558,68.79,11045,1,351.132,0,1,0,0,0,0,0.058,12,weekday,normal
traffic_camera,arterial_road,TCP,none,48208,8080,1000,21.072,258.31,513511,2,40.118,0,1,0,1,0,0,0.0,9,weekend,normal
traffic_camera,hospital_zone,TCP,none,38472,8080,1246,18.711,41.97,300567,3,56.248,0,2,0,1,0,0,0.0,14,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,61538,443,246,3.724,30.55,21539,1,18.437,1,0,0,1,0,1,0.066,7,weekday,normal
signal_controller,residential,MQTT,subscribe,49379,1883,142,1.644,187.45,11512,1,154.707,1,1,0,1,0,0,0.0,9,weekday,normal
dispatch_server,downtown,HTTPS,none,34879,443,630,5.567,161.75,42068,3,45.311,0,0,0,0,0,1,0.0,20,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,39196,443,249,1.951,32.03,16359,2,124.053,1,0,0,1,0,0,0.158,0,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,63015,443,130,2.89,67.65,21333,2,241.281,0,1,0,1,0,0,0.067,2,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,10918,1883,68,523.015,3.24,2878,1,0.0152,1089,154,0,0,0,0,0.0,4,weekday,ddos
ambulance_tracker,hospital_zone,HTTPS,none,47399,443,170,4.722,12.38,4757,1,15.414,0,0,1,0,1,1,8.617,8,weekday,spoofing
traffic_camera,arterial_road,TCP,none,59113,8080,1256,20.916,204.92,246251,2,73.11,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,downtown,TCP,none,47515,8080,1006,13.112,110.49,494250,2,33.84,0,0,0,1,0,0,0.0,8,weekday,normal
ambulance_tracker,downtown,HTTPS,none,52015,443,281,1.246,73.87,9546,1,556.954,1,0,0,1,0,0,0.079,9,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,5430,443,193,2.492,58.12,2215,1,192.077,0,0,0,1,0,0,0.065,5,weekday,normal
traffic_camera,residential,TCP,none,17105,8080,1334,7.958,34.59,229810,2,71.07,0,0,0,1,0,0,0.0,13,weekday,normal
traffic_camera,residential,TCP,none,52681,8080,1135,18.736,50.3,129591,1,281.916,0,1,0,1,0,0,0.0,9,weekday,normal
traffic_camera,arterial_road,TCP,none,57490,8080,1351,8.441,57.81,166624,2,104.183,1,0,0,1,0,0,0.0,12,weekday,normal
signal_controller,downtown,MQTT,subscribe,19491,1883,107,5.376,196.67,3574,1,12.164,0,0,0,1,0,0,0.0,14,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,20403,443,650,11.073,119.71,70771,1,311.351,0,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,downtown,HTTPS,none,9906,443,342,8.637,39.5,22121,1,283.564,0,0,0,1,0,1,0.0,3,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,23524,1883,700,5.837,8.36,17678,1,5.698,0,0,0,1,0,1,0.0,3,weekday,command_injection
traffic_camera,arterial_road,TCP,none,20303,31245,98,8.951,0.08,1095,48,1.0082,1,1,0,1,0,0,0.0,9,weekday,port_scan
signal_controller,residential,MQTT,subscribe,52863,1883,205,5.205,105.41,12825,3,79.53,1,0,0,1,0,1,0.0,6,weekday,normal
signal_controller,downtown,MQTT,subscribe,36357,1883,218,2.518,73.53,5543,1,122.315,0,1,0,0,0,0,0.0,1,weekday,normal
dispatch_server,downtown,HTTPS,none,62210,443,396,5.86,170.33,114205,1,43.154,1,0,0,1,0,0,0.0,10,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,45505,443,223,3.372,78.11,11871,2,101.466,1,1,0,1,0,1,0.036,2,weekday,normal
traffic_camera,arterial_road,TCP,none,53795,33286,45,5.662,1.39,1289,37,0.3041,1,0,0,0,0,0,0.0,2,weekday,port_scan
traffic_camera,residential,TCP,none,42799,8080,1467,9.175,262.42,187044,1,253.583,0,0,0,1,0,0,0.0,23,weekday,normal
dispatch_server,downtown,HTTPS,none,35239,443,755,18.963,48.27,182893,1,58.057,0,0,0,1,0,0,0.0,8,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,63988,443,192,1.678,56.41,9356,1,244.614,0,0,0,1,0,0,0.015,7,weekday,normal
signal_controller,residential,MQTT,subscribe,30107,1883,150,0.685,204.39,4527,1,103.103,1,1,0,1,0,0,0.0,4,weekday,normal
traffic_camera,hospital_zone,TCP,none,5600,8080,1064,16.977,91.16,193266,3,21.098,3,1,0,1,0,0,0.0,14,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,52157,443,855,7.776,81.3,161460,2,51.8,0,0,0,1,0,0,0.0,3,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,8106,443,166,3.484,78.44,24844,1,2.635,0,0,0,1,0,0,0.041,3,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,33436,443,739,7.039,122.04,5987,1,141.787,0,0,0,1,0,0,0.0,22,weekday,normal
signal_controller,residential,MQTT,subscribe,41220,1883,101,3.912,140.74,2973,3,42.577,0,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,29585,443,766,13.537,105.54,163141,3,44.732,0,0,0,1,0,0,0.0,20,weekend,normal
signal_controller,residential,MQTT,subscribe,60961,1883,180,5.654,79.16,14102,2,26.105,1,0,0,1,0,0,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,34297,8080,747,20.969,242.85,330671,2,96.929,1,0,0,1,0,0,0.0,19,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,57926,443,443,11.098,69.98,184841,1,100.265,0,1,0,1,0,0,0.0,22,weekday,normal
dispatch_server,downtown,HTTPS,none,12850,443,894,16.645,7.48,5801,1,16.714,1,0,4,1,0,1,0.0,0,weekend,command_injection
signal_controller,residential,MQTT,subscribe,3016,1883,147,5.698,72.21,11370,1,81.676,2,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,downtown,HTTPS,none,51532,443,217,16.577,87.32,96895,1,109.211,1,0,0,1,0,0,0.0,0,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,21751,1883,809,4.115,8.65,24004,3,8.45,0,0,5,0,0,1,0.0,22,weekend,command_injection
signal_controller,downtown,MQTT,subscribe,3950,1883,630,5.804,1.93,17747,3,15.032,0,0,4,1,0,1,0.0,0,weekend,command_injection
dispatch_server,hospital_zone,HTTPS,none,20175,443,288,4.853,130.39,118592,1,33.632,1,0,0,1,0,0,0.0,6,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,7486,5074,188,10.096,0.06,923,118,0.1487,1,0,0,1,0,0,0.0,19,weekday,port_scan
signal_controller,hospital_zone,MQTT,subscribe,44138,1883,243,5.277,176.25,1833,2,146.484,0,0,0,1,0,0,0.0,3,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,25660,22,228,1.653,5.56,7631,1,1.821,2,0,35,1,0,0,0.0,21,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,56613,443,384,3.537,1.85,3748,2,0.094,0,0,26,1,0,0,0.0,11,weekday,brute_force
ambulance_tracker,downtown,HTTPS,none,44422,443,215,3.023,50.49,20210,2,59.002,2,0,0,1,0,0,0.081,13,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,2343,1883,149,1.053,298.35,5980,1,241.493,1,0,0,1,0,0,0.0,0,weekday,normal
ambulance_tracker,downtown,HTTPS,none,60634,443,215,3.278,38.13,23423,1,82.514,0,0,0,1,0,1,0.048,13,weekend,normal
traffic_camera,hospital_zone,TCP,none,32961,8080,1076,16.264,250.96,416664,1,57.377,0,0,0,1,0,0,0.0,17,weekend,normal
traffic_camera,downtown,TCP,none,6946,8080,807,19.407,295.13,306748,1,31.629,0,1,0,1,0,0,0.0,12,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,20213,1883,175,4.541,183.66,6392,1,61.226,1,0,0,1,0,0,0.0,13,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,13952,443,123,3.388,46.82,22159,1,14.435,1,0,0,1,0,0,0.018,3,weekday,normal
traffic_camera,arterial_road,TCP,none,27097,8080,746,14.827,177.93,520746,2,200.17,1,0,0,1,0,0,0.0,14,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,32489,443,754,6.146,2.8,1578,2,0.894,1,0,24,1,0,0,0.0,7,weekend,brute_force
signal_controller,residential,MQTT,subscribe,49542,1883,96,4.762,228.32,13725,5,56.284,1,1,0,1,0,0,0.0,16,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,33314,1883,216,0.886,98.31,9294,2,138.63,0,0,0,1,0,0,0.0,10,weekday,normal
ambulance_tracker,downtown,HTTPS,none,37183,443,222,2.834,67.1,17109,2,290.247,0,0,0,1,0,0,0.079,5,weekend,normal
ambulance_tracker,downtown,HTTPS,none,30321,443,312,0.873,68.32,18625,2,190.95,0,0,0,1,0,0,0.058,7,weekend,normal
dispatch_server,downtown,HTTPS,none,45170,443,666,18.676,133.88,111579,3,141.394,1,0,0,1,0,0,0.0,17,weekend,normal
signal_controller,downtown,MQTT,subscribe,5549,1883,229,4.082,98.81,7863,1,215.246,0,0,0,1,0,0,0.0,0,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,63488,443,196,2.934,23.36,16768,1,7.591,0,1,0,1,0,0,0.042,7,weekday,normal
traffic_camera,residential,TCP,none,6409,8080,961,11.12,183.87,417264,1,85.213,0,0,0,0,0,0,0.0,9,weekday,normal
dispatch_server,downtown,HTTPS,none,41912,443,705,5.633,40.97,12061,2,357.591,0,0,0,1,0,0,0.0,13,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,50728,443,142,3.317,88.04,8830,1,20.313,0,0,0,1,0,0,0.061,22,weekend,normal
ambulance_tracker,downtown,HTTPS,none,43968,443,142,1.467,55.34,2395,1,9.154,2,1,0,1,0,0,0.095,12,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,21711,443,557,9.832,124.53,31753,1,383.879,0,0,0,1,0,0,0.0,20,weekday,normal
signal_controller,residential,MQTT,subscribe,10297,1883,117,4.418,92.88,7899,2,89.331,1,0,1,1,0,0,0.0,17,weekday,normal
ambulance_tracker,downtown,HTTPS,none,20078,443,220,1.983,52.05,17132,1,195.45,0,1,0,1,0,1,0.101,8,weekend,normal
traffic_camera,arterial_road,TCP,none,9488,8080,1210,9.189,90.92,485152,1,11.354,0,0,0,0,0,0,0.0,1,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,40220,1883,376,4.513,12.93,27920,4,4.643,1,0,4,0,0,1,0.0,21,weekday,command_injection
dispatch_server,downtown,HTTPS,none,43639,443,454,17.172,10.35,23341,1,9.297,0,0,4,1,0,1,0.0,5,weekday,command_injection
signal_controller,arterial_road,MQTT,subscribe,10862,1883,156,5.662,291.63,4499,1,305.791,0,0,0,1,0,0,0.0,21,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,44138,443,182,2.666,13.21,11973,1,43.056,0,0,0,1,0,0,0.061,11,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,64170,443,623,5.074,78.71,9104,2,150.453,0,0,0,1,0,0,0.0,1,weekday,normal
signal_controller,residential,MQTT,subscribe,46334,1883,151,5.552,292.45,8242,3,70.56,0,1,0,1,0,0,0.0,9,weekday,normal
traffic_camera,hospital_zone,TCP,none,30136,8080,734,5.079,281.5,438455,2,83.194,1,0,0,1,0,0,0.0,2,weekday,normal
traffic_camera,arterial_road,TCP,none,37565,8080,1169,8.623,112.85,285074,1,53.618,0,1,0,1,0,0,0.0,0,weekday,normal
traffic_camera,arterial_road,TCP,none,59362,8080,1213,8.635,245.81,440723,2,129.671,1,0,0,1,0,0,0.0,14,weekday,normal
signal_controller,residential,MQTT,subscribe,18060,1883,105,2.668,269.42,5532,1,40.078,1,0,0,1,0,0,0.0,8,weekday,normal
ambulance_tracker,downtown,HTTPS,none,27633,443,112,3.929,45.81,22153,2,39.533,1,0,0,1,0,0,0.089,12,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,31823,1883,170,2.148,292.96,2174,2,97.208,1,0,0,0,0,0,0.0,23,weekday,normal
ambulance_tracker,downtown,HTTPS,none,10157,443,182,1.0,48.98,6997,2,163.405,0,1,0,1,0,1,0.166,3,weekday,normal
signal_controller,downtown,MQTT,subscribe,23212,1883,113,2.671,129.13,13482,2,164.25,0,0,0,1,0,0,0.0,19,weekday,normal
traffic_camera,hospital_zone,TCP,none,10432,8080,1216,353.498,2.58,212675,1,0.215,554,358,0,0,0,0,0.0,23,weekday,ddos
traffic_camera,arterial_road,TCP,none,11186,8080,827,15.549,193.97,230376,1,98.248,0,0,0,1,0,0,0.0,19,weekday,normal
traffic_camera,downtown,TCP,none,43350,8080,69,403.198,0.58,156845,2,0.0033,301,15,0,0,0,0,0.0,16,weekday,ddos
ambulance_tracker,downtown,HTTPS,none,13611,443,209,1.274,18.62,20354,2,17.17,2,0,0,1,0,0,0.013,8,weekday,normal
traffic_camera,arterial_road,TCP,none,62891,8080,1455,19.298,48.61,388536,3,94.628,0,0,0,1,0,0,0.0,10,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,3020,443,815,2.784,83.62,69701,1,145.201,2,0,0,1,0,0,0.0,22,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,2948,443,167,3.657,76.51,9802,2,205.989,0,0,0,1,0,1,0.075,4,weekday,normal
dispatch_server,downtown,HTTPS,none,30512,22,482,10.127,3.91,2844,1,0.326,0,0,42,1,0,0,0.0,22,weekend,brute_force
dispatch_server,hospital_zone,HTTPS,none,31051,22,828,8.589,0.37,4762,1,1.003,1,0,45,1,0,0,0.0,16,weekday,brute_force
traffic_camera,downtown,TCP,none,61009,8080,1314,18.82,237.33,454628,1,4.069,0,1,0,1,0,0,0.0,23,weekend,normal
dispatch_server,downtown,HTTPS,none,3710,443,458,19.041,101.78,159450,1,31.755,0,0,0,1,0,0,0.0,23,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,29247,443,211,3.832,85.45,26040,3,125.907,0,0,1,0,1,1,13.695,5,weekday,spoofing
dispatch_server,hospital_zone,HTTPS,none,10039,443,613,2.75,101.33,159627,1,40.225,0,1,0,1,0,0,0.0,11,weekday,normal
traffic_camera,arterial_road,TCP,none,9401,8080,1321,12.164,67.31,200052,1,106.99,0,0,0,1,0,0,0.0,4,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,12944,443,464,2.047,90.0,60152,3,403.504,0,0,0,1,0,0,0.0,18,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,56096,17041,127,14.885,1.1,404,57,0.0273,0,0,0,1,0,0,0.0,20,weekend,port_scan
signal_controller,residential,MQTT,subscribe,15366,1883,139,0.577,226.19,4092,1,33.233,0,1,0,1,0,0,0.0,4,weekday,normal
signal_controller,residential,MQTT,subscribe,25986,1883,128,2.956,204.52,11700,1,33.445,0,0,0,1,0,1,0.0,20,weekday,normal
traffic_camera,residential,TCP,none,2683,35327,125,7.511,2.35,2020,108,0.2758,2,0,0,1,0,0,0.0,18,weekend,port_scan
signal_controller,hospital_zone,MQTT,subscribe,43340,1883,235,0.998,103.59,3813,1,104.96,0,1,0,1,0,0,0.0,10,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,48983,443,162,3.168,17.51,5702,1,65.085,0,1,0,1,0,0,0.073,9,weekday,normal
dispatch_server,downtown,HTTPS,none,43585,443,403,16.757,5.56,15946,2,9.955,0,0,0,0,0,1,0.0,21,weekday,command_injection
traffic_camera,residential,TCP,none,5111,8080,1450,22.339,87.83,443671,2,217.714,0,0,0,1,0,0,0.0,13,weekday,normal
dispatch_server,downtown,HTTPS,none,46326,443,353,6.29,102.23,36319,1,149.229,0,0,0,1,0,0,0.0,23,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,34621,443,376,1.471,5.77,4853,3,2.447,0,0,53,1,0,0,0.0,20,weekday,brute_force
ambulance_tracker,arterial_road,HTTPS,none,62437,443,251,3.091,16.56,14441,1,81.368,1,0,0,1,0,0,0.142,4,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,65093,443,295,17.168,47.74,17052,1,41.458,0,1,0,1,0,0,0.0,20,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,17517,1883,198,3.2,84.7,12407,2,83.317,0,0,0,0,0,0,0.0,13,weekday,normal
ambulance_tracker,downtown,HTTPS,none,38670,443,126,5.265,20.81,8136,1,224.346,0,0,0,0,1,1,7.264,10,weekday,spoofing
ambulance_tracker,hospital_zone,HTTPS,none,61143,443,198,2.53,15.6,9250,1,171.508,0,1,0,1,0,1,0.082,20,weekday,normal
traffic_camera,downtown,TCP,none,1738,8080,1012,23.767,151.89,510760,2,411.094,0,0,0,1,0,0,0.0,15,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,46055,443,132,3.468,79.24,4072,2,28.35,0,0,0,1,0,1,0.086,20,weekday,normal
traffic_camera,hospital_zone,TCP,none,59863,8080,1388,14.046,211.87,221436,2,75.254,0,0,0,1,0,0,0.0,0,weekday,normal
dispatch_server,downtown,HTTPS,none,50085,443,693,4.159,118.3,167347,1,149.438,0,0,0,0,0,0,0.0,11,weekday,normal
signal_controller,downtown,MQTT,subscribe,49552,1883,147,5.7,112.32,7017,2,150.48,0,0,0,1,0,0,0.0,7,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,33521,443,821,5.064,112.92,107473,1,33.078,0,0,0,1,0,0,0.0,13,weekend,normal
ambulance_tracker,downtown,HTTPS,none,7669,443,211,1.095,13.72,4266,2,142.409,0,0,0,1,0,0,0.122,11,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,65149,443,134,3.409,79.04,12966,1,143.326,0,0,0,1,0,1,0.039,0,weekend,normal
ambulance_tracker,downtown,HTTPS,none,2366,443,204,2.762,37.06,19591,1,47.379,2,0,0,1,0,0,0.027,4,weekday,normal
dispatch_server,downtown,HTTPS,none,58282,443,476,7.744,111.53,118292,1,77.539,1,0,0,1,0,0,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,56115,8080,957,15.891,162.25,408745,1,41.602,4,0,0,1,0,0,0.0,22,weekday,normal
dispatch_server,downtown,HTTPS,none,11353,443,801,7.071,4.81,356,2,0.391,1,0,25,1,0,0,0.0,8,weekday,brute_force
ambulance_tracker,downtown,HTTPS,none,60964,443,256,2.586,62.56,16583,3,196.427,1,0,0,1,0,1,0.066,16,weekday,normal
traffic_camera,downtown,TCP,none,39741,8080,986,22.655,101.99,250598,2,5.837,0,0,0,0,0,0,0.0,23,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,42770,443,493,5.147,10.09,84286,2,33.083,0,0,0,1,0,0,0.0,4,weekday,normal
traffic_camera,hospital_zone,TCP,none,7885,8080,731,24.748,153.06,357515,1,3.734,1,1,0,1,0,0,0.0,6,weekday,normal
dispatch_server,downtown,HTTPS,none,23549,443,416,19.981,61.02,170984,2,163.113,1,0,0,1,0,0,0.0,8,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,4918,1883,193,2.903,70.38,2817,1,27.814,1,0,0,1,0,0,0.0,0,weekday,normal
signal_controller,downtown,MQTT,subscribe,33027,1883,206,3.751,265.78,10754,2,68.562,0,2,0,1,0,0,0.0,18,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,29756,1883,112,3.243,154.16,14848,1,58.231,1,0,0,1,0,0,0.0,9,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,20255,443,574,6.203,96.13,114617,1,151.828,0,0,0,1,0,0,0.0,2,weekday,normal
signal_controller,downtown,MQTT,subscribe,13293,1883,125,3.035,151.21,2691,1,13.626,0,0,0,1,0,1,0.0,0,weekday,normal
ambulance_tracker,downtown,HTTPS,none,52208,443,127,2.447,86.55,6671,1,19.274,0,0,0,1,0,1,0.043,16,weekend,normal
dispatch_server,downtown,HTTPS,none,27857,443,474,19.377,10.35,125492,2,216.427,1,0,1,1,0,1,0.0,2,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,40057,443,836,5.847,16.02,9580,3,7.681,0,0,1,0,0,1,0.0,5,weekday,command_injection
dispatch_server,downtown,HTTPS,none,2627,443,749,6.259,5.58,7516,1,2.135,2,0,36,1,0,0,0.0,1,weekday,brute_force
dispatch_server,downtown,HTTPS,none,3831,443,586,15.326,107.61,45613,2,54.486,0,0,0,1,0,1,0.0,4,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,17213,443,256,1.391,50.99,4200,1,304.478,0,0,0,1,0,0,0.056,15,weekday,normal
signal_controller,downtown,MQTT,subscribe,46507,1883,160,4.955,83.18,8791,1,33.193,0,0,0,1,0,0,0.0,6,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,5857,13720,46,9.687,1.85,1094,78,0.4809,0,1,0,1,0,0,0.0,8,weekday,port_scan
traffic_camera,hospital_zone,TCP,none,23540,8080,708,7.105,68.99,133861,1,155.119,1,0,0,0,0,0,0.0,18,weekday,normal
dispatch_server,downtown,HTTPS,none,62649,13527,83,7.432,1.24,2077,67,0.8374,1,0,0,1,0,0,0.0,4,weekday,port_scan
ambulance_tracker,hospital_zone,HTTPS,none,44953,443,239,1.085,41.06,24531,1,135.575,0,0,0,1,0,0,0.214,23,weekday,normal
traffic_camera,arterial_road,TCP,none,42942,8080,1402,178.663,2.45,175406,2,0.2998,933,247,0,0,0,0,0.0,3,weekday,ddos
traffic_camera,hospital_zone,TCP,none,20328,8080,1046,9.802,103.92,155549,1,77.602,0,0,0,1,0,0,0.0,22,weekend,normal
dispatch_server,downtown,HTTPS,none,21339,443,323,3.949,160.19,71957,1,93.494,0,0,0,1,0,0,0.0,9,weekend,normal
traffic_camera,hospital_zone,TCP,none,40846,8080,1001,8.129,116.44,344633,1,213.606,0,0,0,0,0,0,0.0,13,weekday,normal
signal_controller,downtown,MQTT,subscribe,52868,1883,227,0.999,228.2,10602,1,142.912,0,0,0,0,0,0,0.0,20,weekday,normal
traffic_camera,residential,TCP,none,23850,8080,993,16.326,244.75,90795,2,49.739,0,0,0,1,0,0,0.0,23,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,43342,1883,223,2.928,215.25,12317,2,10.578,0,1,0,1,0,0,0.0,21,weekday,normal
signal_controller,residential,MQTT,subscribe,40862,1883,186,2.043,153.96,3473,3,204.069,0,0,0,1,0,0,0.0,23,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,16518,22,754,2.503,4.87,6630,1,0.153,0,0,23,1,0,0,0.0,3,weekend,brute_force
dispatch_server,downtown,HTTPS,none,52591,443,799,13.112,11.43,63060,3,144.047,0,1,0,1,0,0,0.0,19,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,9944,443,277,3.814,65.28,56963,2,100.02,0,0,0,1,1,0,3.117,20,weekday,spoofing
signal_controller,residential,MQTT,subscribe,13927,1883,110,5.736,245.57,8173,2,15.081,0,0,0,0,0,0,0.0,13,weekday,normal
dispatch_server,downtown,HTTPS,none,13468,443,897,14.03,7.83,14479,4,2.596,0,0,0,1,0,1,0.0,0,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,62397,443,528,4.152,69.61,112125,1,94.009,0,1,1,1,0,1,0.0,21,weekday,normal
dispatch_server,downtown,HTTPS,none,40992,443,650,12.299,78.86,118404,1,77.419,1,0,0,1,0,1,0.0,12,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,1235,443,241,3.392,71.34,4365,2,14.906,1,0,0,1,0,1,0.014,15,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,58986,443,274,0.765,67.89,19456,2,8.173,0,0,0,1,0,0,0.025,1,weekday,normal
traffic_camera,hospital_zone,TCP,none,56574,8080,868,18.272,270.87,542575,2,14.889,0,0,0,1,0,0,0.0,0,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,63851,443,563,5.25,139.8,33801,1,224.993,2,0,0,1,0,0,0.0,19,weekday,normal
dispatch_server,downtown,HTTPS,none,30279,443,429,3.604,124.35,77259,1,145.622,0,0,0,1,0,0,0.0,18,weekday,normal
traffic_camera,hospital_zone,TCP,none,60418,8080,867,6.486,286.23,559656,2,206.195,0,0,0,1,0,0,0.0,11,weekend,normal
traffic_camera,downtown,TCP,none,18254,8080,1363,7.889,204.47,591625,2,60.221,1,0,0,1,0,0,0.0,8,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,59398,443,227,0.527,50.61,10399,1,76.798,2,0,0,1,0,0,0.036,9,weekend,normal
traffic_camera,hospital_zone,TCP,none,25649,8080,1056,22.707,136.99,327084,1,111.618,0,0,0,1,0,0,0.0,19,weekday,normal
traffic_camera,residential,TCP,none,48078,8080,1379,6.865,68.47,423080,1,65.217,0,0,0,1,0,0,0.0,8,weekday,normal
traffic_camera,hospital_zone,TCP,none,36699,8080,916,14.78,40.07,498080,1,165.215,0,0,0,1,0,0,0.0,23,weekday,normal
traffic_camera,arterial_road,TCP,none,36204,8080,1288,17.99,126.77,82980,1,290.17,1,0,0,1,0,0,0.0,12,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,26832,443,160,1.932,83.65,5175,1,40.963,0,0,0,1,0,0,0.111,6,weekday,normal
traffic_camera,downtown,TCP,none,47815,8080,65,567.665,2.77,569344,2,0.2634,636,383,0,0,0,0,0.0,23,weekday,ddos
ambulance_tracker,arterial_road,HTTPS,none,15572,443,258,2.833,49.8,14330,1,164.727,0,1,0,1,0,0,0.039,2,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,21528,443,316,4.788,0.7,26475,4,16.909,1,0,0,0,0,1,0.0,5,weekday,command_injection
dispatch_server,downtown,HTTPS,none,2438,443,508,2.524,11.05,78922,2,81.105,0,0,0,1,0,0,0.0,4,weekday,normal
traffic_camera,residential,TCP,none,58332,46457,41,2.637,2.42,2468,92,0.0733,1,1,0,1,0,0,0.0,5,weekend,port_scan
dispatch_server,hospital_zone,HTTPS,none,14520,443,282,19.692,103.99,57409,1,4.625,1,0,0,1,0,0,0.0,6,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,32890,443,588,11.657,137.63,123873,1,25.732,0,0,0,1,0,1,0.0,23,weekday,normal
signal_controller,residential,MQTT,subscribe,26484,1883,150,4.438,224.84,4985,2,221.892,1,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,3990,443,365,8.575,145.5,18088,1,44.652,1,0,0,1,0,0,0.0,14,weekday,normal
dispatch_server,downtown,HTTPS,none,17080,443,727,7.42,128.15,69500,1,108.269,0,0,0,1,0,0,0.0,5,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,62386,443,317,5.443,79.99,4181,1,52.333,1,0,0,0,1,0,10.119,11,weekday,spoofing
dispatch_server,hospital_zone,HTTPS,none,46403,443,529,10.044,6.98,122007,2,60.057,0,0,0,1,0,0,0.0,20,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,55879,1883,101,2.463,102.8,5662,1,381.92,1,0,0,1,0,0,0.0,23,weekend,normal
signal_controller,residential,MQTT,subscribe,60531,1883,1365,251.86,2.21,6337,2,0.1671,1129,228,0,0,0,0,0.0,18,weekday,ddos
traffic_camera,arterial_road,TCP,none,38543,8080,1202,166.788,3.1,354150,2,0.362,865,98,0,0,0,0,0.0,3,weekday,ddos
